date_created_utc,elapsed,creator,creator_url,version,os,question_id,question_url,question_title,question_content,assignee,assignee_url
2026-09-16 04:46,8d 3h,davecalder,https://support.mozilla.org/en-US/user/davecalder/,153.2.0esr(64 bit),Linux,1604613,https://support.mozilla.org/questions/1604613,"Error messages.  t-bird Linux Mint "".p"" and ""UID Fetch""","I have the latest T-bird installed on a latest version linux Mint laptop and occasionally get puzzling errors on Yahoo mail. Mostly it all works, but Yahoo email errors are often enough to be bothersome and I can't find any information on the rather obsure errors.  Been this way through many t-bird and Linux releases.   My other email accounts don't seem to have a problem (gmail, outlook) on any t-bird instances. Just Yahoo mail on Linux Mint t-bird.  Here are the errors: ""Please try later"" and apparent timeouts on Yahoo mail (on t-bird, of course).    This is obvious, but it doesn't happen on my Win 11 and Android T-bird programs.  Operation on yahoo ""inbox"" did not succeed.  Yahoo mail server responded ""p."" (Yes, just ""p."") Operation on yahoo ""inbox"" did not succeed.  Yahoo mail server responded ""UID FETCH completed"" These errors don't seem to happen on Android t-bird or Win 11 t-bird on the same accounts, but I'm not on those for very long. Any guidance would be appreciated. ",,
2026-09-16 08:33,7d 23h,geoffrey.orr,https://support.mozilla.org/en-US/user/geoffrey.orr/,do not know,Windows 11,1604680,https://support.mozilla.org/questions/1604680,geoffrey.orr@talktalk.net cannot send or receive emails freom yesterday,We are unable to send or receive emails we get a message server failed. ,,
2026-09-16 09:31,7d 22h,paul_thomas_1,https://support.mozilla.org/en-US/user/paul_thomas_1/,Thunderbird 156.0,Windows 11,1604697,https://support.mozilla.org/questions/1604697,Authentication Failure outlook.office365.com only on startup,"Hi, Every time I start Thunderbird from a cold startup, I get the message: Authentication failure while connecting to server outlook.office365.com then.... everything works fine from then on.  I can send and receive normally. This can also sometimes happen when I close thunderbird and restart during the day - but not always ! Obviously all the outlook sign-in settings are OK, as it works fine for the rest of the day. Is this known/common/fixable ? Regards, Paul  Windows 11 (26H2) Thunderbird 156.0 (64-bit) ",,
2026-09-16 10:43,7d 21h,trainingsalute,https://support.mozilla.org/en-US/user/trainingsalute/,140.15.0esr (64-bi,Windows 10,1604718,https://support.mozilla.org/questions/1604718,Thunderbird 140.15.0esr does not find a manually imported S/MIME recipient certificate although it is correctly displayed under “People” in the Certificate Manager.,"I am trying to send an S/MIME encrypted email from Thunderbird to: jobcenter-chemnitz.netzwerkpartner@jobcenter-ge.de The recipient certificate is provided by the official certificate directory of the German Federal Employment Agency (Bundesagentur für Arbeit). I downloaded the recipient certificate and successfully imported it into Thunderbird under: Settings → Privacy & Security → Certificates → Manage Certificates → People The certificate is displayed correctly there. The email address contained in the certificate is: jobcenter-chemnitz.netzwerkpartner@jobcenter-ge.de The certificate is valid from July 29, 2026 to July 29, 2028 and includes E-mail Protection and Key Encipherment. The required CA certificates are also installed: BA-Class-1-Root-CA-4:PN BA-VPS-CA-11:PN However, when I compose an encrypted email to this exact address, Thunderbird reports: “You have selected to encrypt this message, but the application failed to find an encryption certificate for jobcenter-chemnitz.netzwerkpartner@jobcenter-ge.de.” Under S/MIME → Recipient Certificates, Thunderbird also shows the certificate as “Not found”. I have already tried: deleting and re-importing the recipient certificate completely restarting Thunderbird after importing it manually typing the recipient address in lowercase without using autocomplete checking the complete CA certificate chain temporarily disabling OCSP None of these changed the result. My own personal S/MIME certificate works correctly. As a test, I can compose an encrypted email to my own email address without any certificate error. Therefore, the basic S/MIME configuration and my own certificate appear to be working. When I reproduce the problem with the Thunderbird Error Console open, I get: NS_ERROR_ILLEGAL_VALUE (0x80070057) related to: nsIMsgComposeSecure.beginCryptoEncapsulation This seems similar to Mozilla Bug 2021265, where a manually imported recipient certificate is visible in Certificate Manager but is not found when composing an encrypted message. Is this a known issue in Thunderbird 140 ESR, and is there a workaround for using this manually imported recipient certificate? ",,
2026-09-16 11:28,7d 20h,krichelfrank,https://support.mozilla.org/en-US/user/krichelfrank/,156,Windows 11,1604737,https://support.mozilla.org/questions/1604737,"Eule has not been working properly with Thunderbird since yesterday. Since the subsequent update to version 156, it has even become incompatible","Since yesterday (15 September 2026), my Microsoft Account has not been working properly. I managed to get round the problem by deleting my cookies. Then the update to version 156 was released, and after that Eule became incompatible. When can we expect an update to make it work again? Thanks. ",,
2026-09-16 12:30,7d 19h,louthmvc2012,https://support.mozilla.org/en-US/user/louthmvc2012/,153.2.Oesr (32-bit,Windows 11,1604758,https://support.mozilla.org/questions/1604758,server imap.talkt5alk.nethas disconnected.,We have had Thunderbird for years but now we can not receive or send emails for TalkTalk. We are able to do do so on other devices ,,
2026-09-16 12:57,7d 19h,carl64,https://support.mozilla.org/en-US/user/carl64/,153.2.0esr,Windows 11,1604774,https://support.mozilla.org/questions/1604774,"I receive this reply when launching email:   ""Looks like there’s a problem with this site  https://outlook.office.com/owa/ sent back an error.  Error code: 401 Unauthorized      Check to make sure you’ve typed the website address correctly.""","I receive this reply when launching email:   ""Looks like there’s a problem with this site  https://outlook.office.com/owa/ sent back an error.  Error code: 401 Unauthorized      Check to make sure you’ve typed the website address correctly."" ",,
2026-09-16 16:51,7d 15h,john1251,https://support.mozilla.org/en-US/user/john1251/,156.0 (64bit),Windows 11,1604897,https://support.mozilla.org/questions/1604897,Second Exchange account has no emails,I have two Exchange accounts with the same domain. When I added the second one it appeared in the account settings with all the correct information. However the account only has an 'Archive' folder and none of the other emails show in Thunderbird. Any ideas? ,,
2026-09-16 17:43,7d 14h,Joebt,https://support.mozilla.org/en-US/user/Joebt/,155,linux,1604919,https://support.mozilla.org/questions/1604919,Thunderbird 155_Linux_context menu doesn't close if click another part of window,"Noticed in LM, the last couple Tbird versions, the context menu doesn't close, when click anywhere on active window, away from the context menu. Happens if R click a message in thread pane, or pretty much anywhere else that R clicking opens a menu.  Only* hitting Esc key closes it.  Could be a profile issue? (but isn't due to theme used in Tbird - tested several, incl. native w/ Tb package). Normally, opening a context menu, then L clicking anywhere inside the active window, closes the context menu (how it works in Firefox). Also, opening a context in Tbird (if don't close it), switch to another app, the Tbird context menu shows on top that app. ",,
2026-09-16 18:46,7d 13h,k.miriam.date,https://support.mozilla.org/en-US/user/k.miriam.date/,156,Sequoia 15.7.5,1604946,https://support.mozilla.org/questions/1604946,sync iCloud contacts (including groups) to Thunderbird,"I am working on a Mac mini 2018, with Sequoia 15.7.5 installed, with Thunderbird 156.0 installed as my e-mail client.  Every year about this time, I have to update the members of a couple of groups.  This has always smoothly worked if I make the changes in iCloud's contacts, then wait a couple of hours and it syncs to Thunderbird.  Not this year.  No changes occurred.  I have (more than once each) removed the iCloud address book and attempted to reinstall by creating a third party app password (Thunderbird freezes up after I enter username, URL and password and won't let me go further); closed thunderbird and reopened; uninstalled Thunderbird and reinstalled; attempted to export my iCloud contacts and import them to Thunderbird (nothing happened).  At this point I'm worried I may have to manually enter a whole new address book for Thunderbird by hand. That would likely be several hundred addresses.  Anyone have any suggestions? ",,
2026-09-16 21:15,7d 10h,Molly123,https://support.mozilla.org/en-US/user/Molly123/,????,Windows 11,1604994,https://support.mozilla.org/questions/1604994,Mt thunderbird account is not loading well and freezes,mY thunderbird email account is extremely slow and freezes up. ,,
2026-09-17 01:37,7d 6h,Agurian,https://support.mozilla.org/en-US/user/Agurian/,128.14.0esr (32-bi,Windows 10,1605091,https://support.mozilla.org/questions/1605091,Getting error message: An error occurred while sending mail: Outgoing server (SMTP) error. The server responded:  EHLO requires valid address.,"I have been unable to send emails for two weeks. I continually get error messages such as ""An error occurred while sending mail: Outgoing server (SMTP) error. The server responded:  EHLO requires valid address."" Another message says to check the SMTP outgoing server settings.  I am using Windows 10, which has worked for several years.  My email server is mail.twc.com and Spectrum.  I can send emails via my iPhone or via the Spectrum webmail, but not through Thunderbird. I have examined my SMTP settings several times and have tried various combinations of settings. None has worked.  Spectrum has no help and refers me to you. Can you help? Thank you, Andrew Gurian ",,
2026-09-17 05:51,7d 2h,paul-alfredo,https://support.mozilla.org/en-US/user/paul-alfredo/,Mozilla Thunderbir,Linux,1605148,https://support.mozilla.org/questions/1605148,Diese Info kommt nach Ladeversuch: Thunderbird cannot be loaded.It may be missing or inaccessable. Gestern ging es noch.,mein TThunderbird meldete vor ca 20 Minuten Thunderbird cannot be loaded.It may be Missing or iaccessable. Gesten ging TB noch. Was kann die Ursache sein? Ich benutze LINUX MINT ZENA. ,,
2026-09-17 21:41,6d 10h,mooner1,https://support.mozilla.org/en-US/user/mooner1/,156.0 64 bit,Windows 10,1605451,https://support.mozilla.org/questions/1605451,Brak strzałki do przewijania w dół w oknie kalndarza,Dobry wieczór Brak strzałki do przewijania w dół w oknie kalendarza. Proszę o dodanie strzałki do przewijania w dół. Z góry dziękuję i pozdrawiam Mooner ,,
2026-09-17 22:35,6d 9h,pjbmonte7,https://support.mozilla.org/en-US/user/pjbmonte7/,153.3.0esr (64-bit,Windows 11 Home,1605471,https://support.mozilla.org/questions/1605471,Thunderbird Unable to receive or send emails from CenturyLink,"Hi,  Last week, Thunderbird stopped receiving & sending emails with CenturyLink.  I can access CenturyLink emails via their website and on my android. Using Google, it said the configuration should be changed to CenturyLink's settings.  It looks like Centurylink changed the settings for legacy email ""centurytel.net"".  I went to CenturyLink website and copied their settings the best I could. https://www.centurylink.com/home/help/internet/email/how-to-set-up-your-email-server-settings-to-go-through-pop-and-smtp.html 1.	CenturyLink website shows changes to the following settings.        a.	Incoming Server:  POP:  pop.centurylink.net    Port: 995, Security:  SSL        b.	Outgoing Server:  SMTP:  smtp.centurylink.net    Port:   587     TLS if available        c.	Username:  Full email address which for me ends with @centurytel.net  2.	Thunderbird settings are:  (screen print attached)         Incoming:  POP: pop.centurytel.net  Port:  995, & Security:  SSL/TLS.           Outgoing SMTP:   Server:  smtpauth.centurytel.net    Port:  587,  & Security:  STARTTLS  I only changed the POP and SMTP server names. The security settings could not match up exactly since the drop down options did not have SSL and TLS individually.  I left the original settings Thunderbird had of SSL/TLS for incoming and STARTTLS for outgoing.  A screen print of Thunderbird's original settings is attached. After following the settings configuration setup in Thunderbird, entering my correct password, I received this Authentication error: ""Unable to log in at server. Probably wrong configuration, username or password."" That's as far as I can go.   Thank you for any help you can provide. ",,
2026-09-18 12:06,5d 19h,suebrian11,https://support.mozilla.org/en-US/user/suebrian11/,156.0   17 SEPT 26,Windows 11,1605656,https://support.mozilla.org/questions/1605656,Keep getting requests to confirm email password when SENDING emails,"Mozilla Thunderbird installed on new WINDOWS 11 laptop in May 2026 as an email client for BT MAIL. It has continued to function without issue until early September. At which point it became an issue with sending emails difficult and mostly impossible. When sending I have been prompted to enter my account password, sometimes this would be accepted, but often not as the outgoing email would fail to be sent. The reason given that Thunderbird could not connect to the outgoing BT MAIL SMTP server, even though none of these settings had been changed since installation using IMAP. However a connection test is always a positive result and a certificate is provided. As I write today i have been able to send and/or FWD a few emails, but have no confidence that this will be the case going forward. Last week I made a one off donation to Thunderbird and after rebooting the laptop, I was able to send messages, but only for that day ! The sending issue reappeared the next day. ",,
2026-09-18 17:38,5d 14h,john97034,https://support.mozilla.org/en-US/user/john97034/,156.0,Windows 11,1605743,https://support.mozilla.org/questions/1605743,I reset my Windows 11 desktop OS. Now have two Trash folders in each email.,I reset my Windows 11 desktop OS. Now have two Trash folders in each email. Cannot delete any Trash Folder. Was does it do this? Easiest way to fix this? ,,
2026-09-18 18:00,5d 13h,jouko.kivi,https://support.mozilla.org/en-US/user/jouko.kivi/,140.8,Windows 11,1605751,https://support.mozilla.org/questions/1605751,Sekoilua,Sähköpostit menneet riviin sivun yläosaan ks. kuvaa. Miten ne saa poistettua ? ,,
2026-09-19 22:15,4d 9h,popymoose,https://support.mozilla.org/en-US/user/popymoose/,153.31esr 64 bit,Windows 10,1606051,https://support.mozilla.org/questions/1606051,problem mail,I have thunderbird for many years and now giving me trouble with my email that I get from comcast not letting email to come up says  not responding  and when it comes up and check the mail and then lower it to taskbar and  their is a second copy which I lower it also also  please help this is all has started recently  and need help badly. If you need more information please let me know ,,
2026-09-20 00:37,4d 7h,GraemeLoughton,https://support.mozilla.org/en-US/user/GraemeLoughton/,156.0 (64-bit),Windows 11,1606067,https://support.mozilla.org/questions/1606067,"Thunderbird intermittently fails to download certain POP emails that are visible in Mailwasher Pro. Some messages download normally, others disappear from Mailwasher (as expected after a successful POP retrieval) but never appear in Thunderbird.","Summary: Thunderbird intermittently fails to download certain POP emails that are visible in Mailwasher Pro. Some messages download normally, others disappear from Mailwasher (as expected after a successful POP retrieval) but never appear in Thunderbird. No error messages are shown. Environment: •	Email client: Thunderbird (current version) •	Account type: POP3 •	Anti spam tool: Mailwasher Pro •	OS: Windows 10/11 •	Mailwasher behaviour: Messages appear correctly in MW’s inbox list. •	Thunderbird behaviour: Using Get Messages retrieves some emails, but others vanish from MW without being written into Thunderbird’s Inbox. Detailed Behaviour: 7.	Mailwasher shows new incoming messages normally. 8.	When Thunderbird performs a POP “Get Messages”: •	Some messages download correctly into Thunderbird’s Inbox and disappear from MW (expected). •	Other messages disappear from MW (as if retrieved) but do not appear in Thunderbird. 9.	These “evaporated” messages are not: •	In Inbox •	In Junk •	In Trash •	In Local Folders •	In any filter redirected folder 10.	No error dialog appears in Thunderbird. 11.	Mailwasher logs show the messages were handed off to the mail client (this by omission). 12.	The issue has become more frequent recently. Suspected Areas: •	Thunderbird POP retrieval logic intermittently failing to write messages to Inbox. •	Possible interaction between MW’s “hand off to mail client” and Thunderbird’s POP session. •	Potential profile corruption or POP state file corruption (popstate.dat). •	Possible Thunderbird bug affecting selective message retrieval. Assistance Requested: •	How to diagnose POP retrieval failures where messages vanish from MW but do not appear in Thunderbird. •	Whether Thunderbird logs can show POP level message acceptance or rejection. •	Whether popstate.dat or Inbox file corruption could cause selective message loss. •	Recommended steps to isolate MW interaction vs Thunderbird internal handling. ",,
2026-09-20 02:06,4d 5h,salishaire,https://support.mozilla.org/en-US/user/salishaire/,156.0,Windows 11,1606085,https://support.mozilla.org/questions/1606085,Option to right click a photo and get a save-as option has disappeared recently,"Windows 11 home, Thunderbird 156.0 (64 bit) Recently I noted a changed behavior - emails with photo(s) in them used to have the option to right click on the photo and then an option to save-as was offered.  The only thing that happens now with a right click is the photo is enlarged or shrunk - no other options.  I wondered if this was an iphone initiated email only problem but it also occurs when I send a jpg photo from my desktop from one email address to another. I have tried a number of suggestions from the internet without success and my frustration is mounting. Thank You Norman ",,
2026-09-20 14:12,3d 17h,hansgunterkusenberg,https://support.mozilla.org/en-US/user/hansgunterkusenberg/,156.0 (64-Bit),Windows 11,1606210,https://support.mozilla.org/questions/1606210,caldev message if thunderbird is starting,"if I start Tunderbird I get the message ""https://caldav.web.de verlangt einen Benutzernamen und ein Passwort"". I have stored the password many times but it appears any time I start Thunderbird ",,
2026-09-20 19:25,3d 12h,christianmurphyweb,https://support.mozilla.org/en-US/user/christianmurphyweb/,156,Windows 11,1606267,https://support.mozilla.org/questions/1606267,Thunderbird Empties and Redownloads Folders on Most Restarts,"I'm running Thunderbird 156.0 on Windows 11 with ten IMAP accounts (Gmail, Outlook.com and Zoho) plus one Exchange account served by the Owl add-on, and until recently about 30 GB of mail held locally. On starting Thunderbird, folders are destroyed and re-created empty. It happens often, but not every time. The summary files are deleted, and in some cases the whole folder directory goes with its mbox message store inside it. The folders then come back in the folder pane holding nothing, and Thunderbird downloads all the mail again over several hours, re-indexing as it goes. When a folder directory has been re-created, it appears on disk with a numeric suffix, so one of my folders now lives at COMPLIANCE-1.sbd with an abandoned COMPLIANCE-2.sbd sitting beside it. Column layouts and favourite-folder flags are lost at the same time, because they live in the summary files. It happens on ordinary restarts, rather than after Windows updates or sleep. Those orphaned directories have let me date three separate occurrences: 18 August 2025, 19 February 2026 and 19 September 2026 — those being the occasions that happened to leave orphaned directories behind. Most leave no trace, because the folder refills and the evidence is overwritten. Each has the same signature. A folder directory is created, and roughly five minutes later a summary file of about 1,200 to 1,500 bytes, which is an empty summary, is written into it. In the two older cases it was never touched again. In one event eleven summary files across two folder trees were written with an identical timestamp to the second, so it appears to be a single operation across a set of folders rather than something that walks through them one at a time. One of the destroyed folders left its mbox stores behind, orphaned with no summary file, while another was deleted whole with 50 MB of mail inside it, so there seem to be two different outcomes in the same event. Bitdefender is running, but its quarantine holds nothing from the September event, and there are no Thunderbird entries in the Windows event log for that period. The part that may be useful is that I have reproduced it. On 19 September I renamed folderCache.json aside with Thunderbird closed and restarted. Eight minutes later folders were destroyed. The twelve I could identify were all children of INBOX, across two different mail providers, though other folders elsewhere were emptied in the same minute. The Exchange account served by the Owl add-on was untouched. At the moment of destruction the Activity Manager showed ""[NONEXISTENT] Invalid folder: INBOX^Practice Filing (Failure)"" on the Gmail account, where the correct hierarchy delimiter is a forward slash rather than a caret. My folderCache.json is 5.2 MB with about 13,000 entries, of which roughly 1,200 point at summary files that no longer exist and 9,600 sit under an obsolete lowercase profile path from the 129 to 139 version window. I would rather not delete it again given what happened, so I'm looking for any idea of what triggers this on an ordinary restart, and whether there is anything I can set that would stop Thunderbird discarding local folders when it decides they are missing. I am going in circles with this. If I build a new profile, is there any point bringing the old configuration across, or would that just reimport whatever is wrong? I assume the address books and filter files are safe and that folderCache.json, prefs.js and the unified-folders directories are not, but I do not know whether the problem lives in the profile at all, or in how Thunderbird handles an account set this size. Any ideas? ",,
2026-09-20 21:57,3d 10h,sinkva,https://support.mozilla.org/en-US/user/sinkva/,153.0.1 (aarch64),MacOS Sequoia 15.7.2,1606288,https://support.mozilla.org/questions/1606288,"How ""continue applying filters"" by default?","I leave Thunderbird running on my computer at home to do filtering and to handle spam. My account is an IMAP account. I often get a dialog box saying ""Applying filter [name of filter] failed. Would you like to continue applying filters?"" When this dialog box has not been dismissed, filters (and handling spam) seem to halt. Until the dialog box is dismissed. That's not the desired behavior IMO. I'd like for TB to continue applying filters no matter what, and to (perhaps) log the failure in the log file. Am I missing a setting that does this? If not, can we change the default behavior so that spam filtering does not halt (maybe with an error message in the log file) ? TIA! tech details: MacOS 15.7.2, Thunderbird 153.0.1 (aarch64) ",,
2026-09-20 23:17,3d 8h,rich.ward,https://support.mozilla.org/en-US/user/rich.ward/,156.0,Windows 11,1606301,https://support.mozilla.org/questions/1606301,"Does the mesage filter options ""From"" and ""Contains"" mean the sender and the CC: list of people?","Not sure if ""Settings"" is the exact category but it is a message filter option question In setting up a message filter, 1 of 8 filters on my inbox, I want this 1 filter to check for several company names (bills) in incoming messages and if any of them match I want 2 things to happen: 1. Forward the email to another email address 2. Move the email to a folder called Bills in the same email account To test this filter I added a test condition to look for email from a Yahoo email account I was using. First test run: I sent the email and expected the filter to run fairly quickly. Instead it ran for about a minute but I saw almost immediately that the Bills folder had the email. After the minute I killed it. There was no email sent to the forwarding address (step 1) but the message was moved to the Bills folder (step 2).  I restarted TB and ran another email to the target and this one ran okay. Second test run: I ran the filter manually, no incoming email. About 8 old emails in the inbox were forwarded to the forwarding address, but none of them had the Yahoo address in the FROM field. However they did have it in the CC: area. My question:  Is the filter looking at the FROM field or the CORRESPONDENTS field by mistake? ",,
2026-09-20 23:18,3d 8h,inclusion,https://support.mozilla.org/en-US/user/inclusion/,153.3.1esr,Windows 10,1606302,https://support.mozilla.org/questions/1606302,unable to connect POP3 server even DNS Mail record is un-proxied in Cloudflare,"After switching DNS registrar to Cloudflare, Thunderbird couldn't connect to POP3 server. I set mail A record to un-proxied (DNS only), MX record points to mail.mydomain.com. I pinged mail.mydomain.com and saw the real IP address, not a proxy IP from Cloudflare. I used the real IP address for the POP3 server, still can't connect. I used my web hosting company's server name, which has exactly the same IP address as mail.mydomain.com, everything becomes fine. Anyone has had the same issue? Thanks. ",,
2026-09-20 23:42,3d 8h,superfingers,https://support.mozilla.org/en-US/user/superfingers/,156.0 (64-bit),Windows 11,1606309,https://support.mozilla.org/questions/1606309,Having trouble with thunderbird email listing,"I loaded Thunderbird on my new lap top, connected to my email account at comcast,net and now I have 2 occurrences of my email in the left hand pane. Can I get rid of one. ",,
2026-09-21 04:22,3d 3h,lolipop19421,https://support.mozilla.org/en-US/user/lolipop19421/,153.3.1 ESR,Windows 11,1606337,https://support.mozilla.org/questions/1606337,"Outlook.com account fails with ""User is authenticated but not connected"" while another Outlook.com account works","Thunderbird version: 153.3.1 ESR Operating system: Windows I have two free Outlook.com accounts configured in Thunderbird. One Outlook.com account works normally. The other Outlook.com account consistently fails. Error message: ""User is authenticated but not connected."" What I have verified: - OAuth2 is configured for IMAP and SMTP. - IMAP is enabled in Outlook Web settings. - Web Outlook works normally. - Outlook for Windows works normally. - Spark Mail on iPhone works normally. - Another Outlook.com account works in the same Thunderbird installation. - Betterbird shows exactly the same behavior. - The account has been recreated multiple times. - Saved passwords and OAuth tokens have been deleted. - A new Thunderbird profile was tested. - The browser used for OAuth authentication was changed and tested. - OAuth authentication completes successfully in the browser. - IPv6 was disabled (network.dns.disableIPv6=true), but the issue remained. - The failing account uses the primary Outlook.com alias, and the username matches the primary alias. - hostname, authMethod, and type settings are identical to the working Outlook.com account. Relevant log output: D/IMAP XOAUTH2 auth 15 NO User is authenticated but not connected. Additional observation: OAuth authentication succeeds, and Thunderbird proceeds to XOAUTH2 authentication. The Microsoft server then replies: ""NO User is authenticated but not connected."" Has anyone seen this behavior with a specific Outlook.com account while another Outlook.com account works correctly in the same Thunderbird installation? ",,
