id,discovered_theme,category,severity,root_cause_hypothesis,supporting_quote,is_new_or_notable,created_date,is_solved,solved_by,has_solution,last_answer_trusted,has_trusted_answer,n_answers,n_creator_answers
1586297,"Message pane hidden, emails only open in new window on double-click",ui-ux,2,Message pane was toggled off (F8) so preview no longer displays; enabling it restores single-click preview.,E-Mails nur mit einem Doppelklick öffnen lassen und das dafür ein neues Fenster aufgeht,False,2026-06-08,True,Mapenzi,True,True,True,3,1
1586299,"Accounts locked, cannot download new messages on one machine",send-receive,3,Outdated Thunderbird version bug; updating to latest version resolved the locked/stalled downloads.,"Account icons show locked, I think.",False,2026-06-08,True,n5jjr,True,False,False,1,1
1586305,No indicator distinguishing formatted vs unformatted text in dark-mode compose window,ui-ux,2,"Compose window renders explicit white text identically to default unformatted text in dark mode, with no UI cue for applied color formatting.",Is there something in the composition window that indicates whether I'm typing with formatted or unformatted text?,True,2026-06-09,False,,False,False,False,0,0
1586338,"Thunderbird very slow at fetching, viewing, and deleting mail",performance-crash,3,Corrupted or bloated message index/folders requiring compaction or index rebuild.,取り込みや、閲覧、削除が非常に重い,False,2026-06-09,False,,False,False,False,0,0
1586343,Thunderbird freezes when sending or deleting mail due to corrupt index,performance-crash,3,Corrupted global message index folder causing hangs during send and delete operations.,Ho risolto cancellando la cartella di indicizzazione della posta che evidentemente era corrotta,False,2026-06-09,True,kmz5w7f4rt,True,False,False,4,2
1586345,Outlook account 'authenticated not connected' error in Thunderbird Android,account-login,3,"OAuth token obtained but server connection fails, possibly Exchange/business account restrictions in the Android app.",ontvang ik de melding user is authenticated not connected,True,2026-06-09,False,,False,True,True,1,0
1586353,Recovering mail profile and password after moving to new computer,migration-import,2,User needs to restore profile folder and re-enter account password on new machine.,vorrei accedere al mio profilo su thunderbird per recuperare messaggi e cartelle,False,2026-06-09,False,,False,False,False,1,0
1586356,Outgoing mail to Hotmail/Outlook blocked by sender IP reputation (550 5.7.1 S3150),send-receive,4,"The Aruba SMTP relay IP is on Microsoft's block list, not a Thunderbird client issue.","550 5.7.1 Unfortunately, messages from [ 62.149.156.188 ] weren't sent",False,2026-06-09,False,,False,False,False,1,0
1586366,Thunderbird repeatedly prompts to enter new password,account-login,3,"Stored password not saved or invalid in password manager, causing repeated authentication prompts.","de plots steeds wederkerige vraag "" Nieuw wachtwoord invoeren""",False,2026-06-09,False,,False,True,True,1,0
1586371,Google calendar reminder snooze/dismiss syncs across all devices,calendar-tasks,2,"Snooze/dismiss state written back to Google API server, so it propagates; feature request for local-only reminder actions.",If I snooze or dismiss a reminder it applies to all of the devices,True,2026-06-09,False,,False,False,False,0,0
1586376,Thunderbird freezes on first click after loading emails,performance-crash,3,Likely corrupted index or folder causing UI to hang; safe mode not helping suggests profile data issue.,on the first click it says above that it does not respond and the whole thing freezes,False,2026-06-09,False,,False,False,False,0,0
1586382,"Default compose font not applied, prefixed with sans-serif",ui-ux,2,Compose set to plain text or CSS fallback prepends generic family; HTML composition required for custom font.,Krijg ik toch een ander lettertype met als voorvoegsel sans serif gevolgd door Verdana Pro,False,2026-06-09,False,,False,True,True,1,0
1586383,"Spectrum accounts highlighted red with warning, cannot send/receive",account-login,4,"Authentication or server connection failure for Spectrum accounts despite webmail working, possibly OAuth/password or server setting change.",two of my email accounts are Highlighted in RED with a RED Triangle,True,2026-06-09,False,,False,False,True,3,0
1586405,Charter/Spectrum mobile.charter.net untrusted certificate error blocks email,encryption-security,4,"Spectrum's mobile.charter.net server presents a certificate not chaining to a trusted root, possibly intercepted by AV email scanning.","I get the ""trusted source"" message in a pop-up every time Thunderbird checks for email",True,2026-06-09,False,,False,True,True,4,1
1586409,Orange emails between own accounts wrongly marked as junk,spam-filters,3,Junk filter or server-side rules misclassify self-sent messages as spam.,"Boite 1 envoie un message qui va ""anormalement"" en ""Indésirable""",False,2026-06-09,False,,False,False,False,1,1
1586412,How to select all recipients of a message at once,ui-ux,1,User unaware of multi-select or addressing behavior; a how-to question.,Vorrei selezionare insieme tutti i destinatari di un messaggio e-mail,False,2026-06-09,True,'@next,True,False,False,1,0
1586416,Daily sending limit exceeded after phishing compromise,send-receive,4,Provider imposed a sending limit after account was hijacked to send spam; not a Thunderbird issue.,"I get the error message ""daily user sending limit exceeded""",False,2026-06-09,True,mozilla98,True,False,True,2,1
1586429,Yahoo POP authentication failure downloading mail,account-login,4,Yahoo requires an app password / OAuth for third-party POP access which is not configured.,Authentication failure while connecting to server pop.mail.yahoo.com,False,2026-06-09,False,,False,False,False,2,0
1586431,Office365 SMTP login failure sending after adding Microsoft account,sync-oauth,4,Org-managed O365 account requires admin-enabled SMTP AUTH / OAuth which is disabled.,"""Login to server smtp.office365.com with username ... failed"" when trying to send",False,2026-06-09,False,,False,False,False,4,2
1586446,Charter/Spectrum mobile.charter.net untrusted certificate error blocks email,encryption-security,4,"Untrusted mobile.charter.net certificate, resolved by a Windows security update, suggests a system trust-store issue.",The certificate for mobile.charter.net does not come from a trusted source,True,2026-06-09,False,,False,False,True,4,2
1586450,Where to find/change account server settings and POP to IMAP switch,settings-config,2,User needs to locate server settings and cannot convert POP account to IMAP without creating a new account.,"My Server Type is set at ""POP Mail Server."" It now instead needs to be an IMAP protocol",False,2026-06-09,False,,False,True,True,9,4
1586470,Thunderbird not responding after startup,performance-crash,4,Startup hang possibly due to profile corruption or add-on; hardware acceleration already ruled out.,Da qualche giorno dopo avvio non risponde,True,2026-06-09,False,,False,False,False,1,0
1586477,Sender address rejected / blocked from sending by provider,send-receive,4,Email provider blocked the sender for suspected spam; must contact provider support.,sender address rejected ..you are blocked sending mail,False,2026-06-09,False,,False,True,True,1,0
1586481,"Charter/Spectrum email connection error, cannot receive",send-receive,3,Transient Charter/Spectrum server-side issue since it resolved itself without config changes.,the font turned red and can't receive the emails,True,2026-06-09,False,,False,False,True,8,5
1586483,Filter NOT-contains logic confusion for TLD filtering,spam-filters,2,User misunderstands boolean AND/OR/NOT semantics in filter conditions rather than a software defect.,It moved .com and .org messages to junk anyway. What did I do wrong?,False,2026-06-09,False,,False,True,True,12,6
1586486,Charter mobile.charter.net:993 certificate not trusted,encryption-security,3,"Charter server presented an invalid/misconfigured certificate chain, likely server-side.",certificate for mobile.charter.net :993 does not come from a trusted source,True,2026-06-09,False,,False,False,True,4,2
1586491,'Thunderbird is being updated by another instance' blocks update settings change,settings-config,2,Multiple profiles present cause TB to lock update settings; changes applied in non-primary profile revert.,"il s'affiche ceci : ""Thunderbird est mis à jour par une autre instance""",False,2026-06-09,False,,False,True,True,3,1
1586492,Cannot assign different target folders to separate filters,spam-filters,2,User misunderstanding of 'run filters on folder' workflow rather than a bug.,want to run 1 on inbox and on spam on the other filter. Cannot enter different folders,False,2026-06-09,False,,False,True,True,1,0
1586494,TWC/Spectrum account send and save-draft failures,send-receive,3,Intermittent Spectrum server authentication/session issue requiring webmail login to reset.,"Emails sent/forward and cant save drafts often fail. When I sign into spectrum webmail, my Mozilla TWC account works again",True,2026-06-09,False,,False,True,True,1,0
1586504,Charter mobile.charter.net:993 certificate not trusted,encryption-security,4,"Charter server sent incomplete certificate chain (missing intermediate/root), a server-side outage affecting multiple users.",'The certificate for mobile.charter.net :993 does not come from a trusted source.',True,2026-06-09,False,,False,True,True,8,4
1586517,Thunderbird not responding / phantom processes on startup,performance-crash,4,"Leftover background Thunderbird processes locked the profile, preventing startup until killed.",suddenly stopped responding (neither the shortcut nor the program itself will run),False,2026-06-09,True,timothy_brosnan,True,False,True,6,3
1586525,Charter mobile.charter.net:993 certificate not trusted,encryption-security,4,Same Charter server-side certificate chain problem; user unaware Spectrum uses mobile.charter.net host.,Message says it doesn't come from a trusted source,True,2026-06-10,False,,False,False,False,0,0
1586530,Cannot set up twc.com/Spectrum account in Thunderbird,account-login,3,"Autoconfig points to mobile.charter.net and authentication fails, likely wrong settings or Spectrum server-side issue.","found ""Host: mobile.charter.net "" (Huh?, , continue, enter my password - ""Error: ---""",True,2026-06-10,False,,False,False,False,0,0
1586561,Thunderbird freezes when deleting or emptying Trash,performance-crash,3,Antivirus scanning of the profile folder delays file operations during message deletion and trash compaction.,"When I try to delete mail from Deleted folder (even if there is just 1 email), the thuderbird gets unresponsive.",False,2026-06-10,False,,False,True,True,3,1
1586565,SMTP connection fails after Ubuntu 24.04 reinstall while IMAP works,send-receive,4,SSL/TLS on port 465 vs STARTTLS/587 mismatch or Ubuntu system-level TLS/library restriction blocking outbound SMTP.,it is not possible to send mails with SMTP Server. Receiving messages is possible!!,True,2026-06-10,False,,False,False,True,10,5
1586568,Thunderbird crashes on startup after a few seconds on Windows 11,performance-crash,4,Corrupted profile or add-on/graphics conflict causing repeated freezes; needs profile/safe-mode diagnostics.,l’app di Thunderbird va in crash sul pc portatile Si avvia ma poi si blocca anche per un’ora,False,2026-06-10,False,,False,False,False,1,0
1586579,Cannot send via t-online SMTP due to wrong server name,send-receive,3,Outgoing server name set to smtp.t-online.de instead of securesmtp.t-online.de blocking authentication/connection.,I can receive emails but not send. I have tried to fix it myself but nothing I do has worked.,False,2026-06-10,False,,False,True,True,7,3
1586583,EWS account with Zimbra shows empty folder list and no mail,account-login,4,"Zimbra's EWS implementation cannot resolve DistinguishedFolderId values sent by Thunderbird's GetFolder request, returning a null error.","the list of folder is empty, and I see no email",True,2026-06-10,False,,False,False,False,0,0
1586587,Attachments dropped when forwarding multi-message email chains,attachments,3,Bug in forwarding nested/multiple messages fails to include child-message attachments in the outgoing MIME.,"When I forward email chains containing more than one email, the attachments will not appear for the recipient.",True,2026-06-10,False,,False,False,False,0,0
1586595,Confusion over meaning of Date column (sent vs received time),ui-ux,1,"Date column shows sender's Date header rather than server received time, causing perceived discrepancy.","In the table list of emails in Thunderbird, the column Date what does it mean?",False,2026-06-10,False,,False,False,False,0,0
1586598,Thunderbird freezes 5 seconds after startup even in troubleshoot mode,performance-crash,4,"Freeze occurs on interaction even in safe mode, pointing to profile database/index corruption or antivirus interference rather than an add-on.",si avvia regolarmente e dopo 5 secondi si blocca anche in modalità risoluzione problemi,True,2026-06-10,False,,False,False,False,1,0
1586601,"All Inbox messages disappeared, unrecoverable after compaction",search-folders,5,Messages accidentally deleted/expunged and then permanently lost after folder compaction on an IMAP account with no backup.,Now all the e-mails in my Inbox disappeared. What can I do?,True,2026-06-10,False,,False,True,True,20,9
1586603,Untrusted certificate error for mobile.charter.net blocks mail,encryption-security,3,Antivirus/proxy injecting a self-signed certificate causing Thunderbird to reject the connection.,The certificate for mobile.charter.net does not come from a trusted source.,False,2026-06-10,False,,False,True,True,1,0
1586611,PDF opens in background Firefox tab instead of foreground,ui-ux,2,"Thunderbird launches the external browser without a window-raise/focus request, so Firefox opens the PDF in a background tab.","When I open a pdf file in Thunderbird, a new tab opens with the pdf document but Firefox stays in the background.",False,2026-06-10,False,,False,False,False,0,0
1586630,"Cannot receive mail, 'server not found' error",send-receive,4,Likely DNS/network or incorrect server hostname in account settings preventing connection.,Keeps saying server not found.,False,2026-06-10,False,,False,True,True,1,0
1586634,Cannot open emails in inbox account,account-login,3,Possible misconfigured account or missing domain in address; needs error messages to diagnose.,my account info@projectsandservices in my inbox is emails why cant i open it,False,2026-06-10,False,,False,True,True,1,0
1586646,Sent email disappears from Sent folder despite delivery,send-receive,4,"IMAP sent-copy save failed silently while message was delivered, possibly due to sync/quota timing.","ho clicato su invia ma non me la trovo nella posta inviata, in bozze o nella posta in uscita. Come se non fosse mai stata inviata.",True,2026-06-10,False,,False,False,False,8,4
1586647,Cannot import local folders on Android app,migration-import,2,Thunderbird for Android does not support importing local folders from PC by design.,mi trovo solo le cartelle IMAP,False,2026-06-10,True,'@next,True,False,False,4,2
1586661,Yahoo IMAP account shows 'No Messages Found',send-receive,4,"Yahoo IMAP authentication or folder subscription broke, possibly OAuth token expiry, while other accounts work.",My Yahoo account on Thunderbird sees no email found.,True,2026-06-10,False,,False,False,True,2,1
1586667,Comcast-to-Yahoo migration breaks send/receive,migration-import,4,Migrated Comcast accounts require new Yahoo server/OAuth settings; stale credentials and duplicate installs cause failure.,When all the comcast accounts migrated to yahoo... I cannot send or receive messages through Thunderbird.,True,2026-06-10,False,,False,True,True,1,0
1586669,Attachment upload hangs indefinitely,attachments,3,Antivirus scanning intercepting file access causes attachment loading to spin.,it wont load anything - it just circles,False,2026-06-10,False,,False,True,True,1,0
1586673,Certificate not trusted for mobile.charter.net,encryption-security,3,"Server presented an untrusted or mismatched TLS certificate, possibly transient or misconfigured mail host.","""certificate is not from a trusted source"" error when Modzilla is retrieving emails",False,2026-06-10,False,,False,False,False,1,1
1586675,Authentication error setting up account on new PC,account-login,4,"New install uses wrong auth method or app-password requirement not met, though credentials work elsewhere.","""Authentication error. Unable to log in at server. Probably wrong configuration, username or password.""",False,2026-06-10,False,,False,True,True,1,0
1586680,"Bell IMAP server certificate not trusted, messages disappeared",encryption-security,4,The Bell mail server presents an untrusted/expired certificate causing Thunderbird to reject the connection and fail to download mail.,The certificate for imap.bell.net does not come from a trusted source.,True,2026-06-10,False,,False,False,False,1,1
1586681,Folder sort order not descending,ui-ux,2,User wants to change folder pane ordering; likely a sort/display setting rather than a bug.,Several of my folders are not correctly ordered in a descending manner,False,2026-06-10,False,,False,False,False,0,0
1586686,Get New Mail button not responding to left click,send-receive,3,A misbehaving toolbar button or corrupted toolbar customization causing left-click action to fail.,"When left clicking the ""get messages"" button, nothing happens",False,2026-06-10,False,,False,False,True,2,1
1586695,No emails received from Yahoo since date,send-receive,4,Insufficient detail; possibly Yahoo OAuth/auth failure or account misconfiguration preventing mail download.,Tell me how to get my E Mails back. Yahoo is punishment.,False,2026-06-10,False,,False,True,True,1,0
1586710,Google Workspace custom-domain account autoconfig fails,account-login,3,"Autoconfig does not detect Google Workspace for custom domains without gmail suffix, requiring manual IMAP/SMTP setup.","When I try to add an account automatically using the company suffix, Thunderbird does not recognize it.",False,2026-06-10,False,,False,False,False,1,0
1586712,Emails fail on first send attempt but succeed on retry,send-receive,3,"SMTP connection timeout or delayed authentication on first attempt, likely network or server handshake latency.","emails fail to send at first attempt, them work if I try again immediately afterwards",True,2026-06-10,False,,False,False,False,0,0
1586747,Auto-reply from To: alias address by default,settings-config,2,Feature request: no built-in rule to auto-set From identity based on To: alias when replying.,Is there any way to configure Thunderbird to always reply using the To: address?,False,2026-06-11,False,,False,False,False,4,2
1586725,Mass delete emails from single sender,search-folders,1,Global Search doesn't support multi-select delete; user unaware of Search Messages and Ctrl+A selection.,Is there any way to do this ??,False,,,,,,,,
1586751,Receiving Thunderbird email on iPad,other,1,No iOS/iPadOS version of Thunderbird exists yet.,how can I receive messages on my ipad,False,2026-06-11,False,,False,True,True,2,0
1586759,IMAP mail auto-deleting after one week (retention policy),send-receive,4,A folder-level or server retention policy is deleting messages older than a week; possibly another device set to POP3.,My mail will auto Delete despite all the setting is correct,True,2026-06-11,True,rednoise,True,True,True,8,3
1586760,IMAP subfolders not visible/synced on mobile email app,sync-oauth,2,"Mobile app has not subscribed to the desktop-created IMAP subfolders, or filters move mail out of Inbox so it never appears on mobile.","Those mail that fall into the Folder, sometime will not appear in my mobile app inbox.",False,2026-06-11,True,rednoise,True,True,True,8,3
1586783,No password prompt after deleting saved account password,account-login,3,"Stale credential rows remain in the password store, so Thunderbird keeps failing login without prompting for a new password.","I'm only getting error login messages with no apparent field, or opportunity to enter a new password.",False,2026-06-11,False,,False,True,True,1,0
1586803,Gmail SMTP send failure after deleting passwords,send-receive,3,Likely SMTP authentication/OAuth issue with Gmail preventing outgoing mail; error text unknown.,it errors out with a smpt error. I went in and deleted all the passwords,False,2026-06-11,False,,False,True,True,1,0
1586809,Address book mailing lists/groups missing after migration to new PC,migration-import,2,Address book contacts were imported but mailing list/group definitions were not transferred during profile migration.,the address book was found but not its groups,False,2026-06-11,False,,False,False,False,0,0
1586811,Comcast IMAP emails not received by self or others despite Sent copy,send-receive,4,"Sent messages leave Thunderbird (copy saved) but delivery or inbound retrieval is failing, possibly a provider-side delivery or IMAP fetch issue.",When I send e-mail to myself or someone else they and I don't receive it.,False,2026-06-11,True,rednoise,True,True,True,3,1
1586831,Audit trail for who deleted shared mailbox emails,other,2,Thunderbird is a client and cannot track deletions across a shared IMAP mailbox; auditing must be done server-side.,c'è un modo di capire chi elimina le email?,False,2026-06-11,False,,False,False,False,1,0
1586840,Outlook/Teams invitations not shown as .ics attachment in Thunderbird,calendar-tasks,3,"Microsoft Teams/Outlook invites embed calendar data in a form Thunderbird doesn't surface as an attachment, unlike Apple Mail which reconstructs the .ics.",Invitations sent from Microsoft Outlook are not shown with the .ics attachment,True,2026-06-11,False,,False,False,True,20,9
1586843,Recovering emails after accidentally deleting POP account,migration-import,4,POP mbox file remained on disk after account deletion; recovery requires importing the mbox (not eml) via ImportExportToolsNG into Local Folders.,"I accidentally deleted all my emails on my desktop... pressed the red ""Delete"" button",False,2026-06-11,True,niayeshh,True,True,True,7,2
1586849,Cannot send emails from account,send-receive,3,Likely wrong SMTP password or incorrect outgoing server configuration; error details not provided.,Why can I not send emails from my account?,False,2026-06-11,False,,False,False,True,2,0
1586862,Address autocomplete stopped working after reinstall,migration-import,2,"Reinstall did not restore the address book profile, so autocomplete has no contacts to match.",thunderbird is no longer retrieving the address from my address book,False,2026-06-11,False,,False,False,True,2,1
1586887,Unable to write email to mailbox for one account,send-receive,4,"Corrupted mbox file, folder permissions, or size limit on that account's local mailbox prevents writing new messages.",Unable to write the email to the mailbox. Make sure the file system allows you write privileges,False,2026-06-11,False,,False,False,False,0,0
1586888,Migrating saved emails from old to new computer,migration-import,2,User needs guidance on transferring mbox message stores or using ImportExportTools NG between POP and IMAP setups.,Want to move all saved e-mails from old computer to new computer,False,2026-06-11,False,,False,True,True,1,0
1586892,Thunderbird freezing and slow to open,performance-crash,4,"Large or corrupt profile/index, add-on conflict, or antivirus scanning causing severe UI hangs.",It can take up to 15 minutes just to open the application or tag an email,True,2026-06-11,False,,False,False,False,0,0
1586898,Spam folder icon suddenly appeared and cannot be deleted,search-folders,2,"IMAP subscription/server default folder change made Yahoo's Bulk/Spam system folder appear, which cannot be deleted as it's server-side.",there is now a spam icon. I didn't change any settings,False,2026-06-11,False,,False,True,True,3,1
1586907,"Spam folder emptied automatically, messages lost",spam-filters,3,Junk retention setting or provider-side expiry auto-deletes spam messages after a set period.,Every email in my spam folder was deleted. I did not do it,False,2026-06-11,False,,False,True,True,1,0
1586911,Forwarded emails not being delivered,send-receive,3,"Recipient server (Gmail) rejecting messages due to IP reputation or authentication, not a Thunderbird send failure.",I've tried to forward a few emails to my personal gmail account but they are not going through,False,2026-06-11,False,,False,True,True,1,0
1586920,"Yahoo account stops receiving mail, stuck downloading",send-receive,4,"A corrupt message or index causing download to stall, or Yahoo server/auth issue as it stopped 5 days ago.",empieza a leer 1 de xxx pero nunca los recibe. dejo de funcionar hace 5 dias,True,2026-06-11,True,pcp04,True,True,True,1,0
1586922,Can receive but cannot send emails,send-receive,4,"SMTP outgoing server settings, port, or ISP blocking outbound mail over satellite connection.",I can receive emails (via satellite internet) but not send,False,2026-06-11,False,,False,False,False,0,0
1586926,IMAP login failure prevents send and receive,account-login,5,"Password/authentication failure with imap.sapo.pt, possibly due to changed credentials or auth method.",Início de sessão para o servidor imap.sapo.pt com o nome de utilizador marcaomulder@sapo.pt falhou,True,2026-06-11,False,,False,False,False,0,0
1586928,SPAMfighter toolbar not appearing in Thunderbird,addons-extensions,2,SPAMfighter add-on is outdated and incompatible with current Thunderbird versions.,SPAMfighter toolbar does not appear in my Thunderbird ver. 151.0.1,False,2026-06-11,False,,False,True,True,1,0
1586969,No collapse all/expand all button for folder sidebar,ui-ux,1,Thunderbird lacks a one-click collapse/expand-all action in the folder pane.,I want to quickly close all or expand all Is there a button to do that ?,False,2026-06-12,False,,False,False,False,0,0
1586976,Comcast password change not accepted in Thunderbird,account-login,4,"Comcast migration to new mail system requires OAuth/updated credentials, and the stored old password prevents re-authentication prompt.",I can't update it in Thunderbird because it isn't accepting my old password,True,2026-06-12,False,,False,False,False,0,0
1586980,Thunderbird hangs on 'Copying messages to Drafts' when saving draft,send-receive,3,"Drafts folder points to an inaccessible/misconfigured server folder, stalling the copy operation.","Right after creating a new email, and I ""Save to Draft"", Tbird says ""Copying messages to Drafts""",False,2026-06-12,True,redacted,True,False,True,2,1
1586981,"IMAP subfolder messages disappear after 2014, mbox not rebuilding",search-folders,4,Corrupted mbox/msf mismatch or a persistent quick-filter hides messages present on the server for one specific folder.,"Suddenly no messages appear after May 2014 I have logged in directly to the mail server, and all the missing messages are definitely on the server",True,2026-06-12,False,,False,True,True,11,5
1586983,Profile version mismatch blocks migration from newer to older ESR,migration-import,3,"Newer version (151) profile is incompatible with older Linux Mint ESR (140), blocked by compatibility.ini downgrade protection.",moving my data from Windows to Mint is not possible. A profile problem is flagged.,False,2026-06-12,False,,False,True,True,1,0
1586987,Calendar email reminder notifications option missing after re-subscribe,calendar-tasks,3,Reinstalling/re-subscribing the calendar reset the email-notification setting for events.,the notification by email function has disappeared from Thunderbird event notifications,False,2026-06-12,False,,False,False,True,2,1
1587007,Intermittent IMAP and SMTP server unreachable on startup/send,send-receive,3,"Unstable connection, firewall/antivirus interference, or provider throttling causing intermittent connection failures.",Melding dat IMAP server onbereikbaar is. Melding dat versturen van email is mislukt omdat de SMTP-server onbereikbaar was,False,2026-06-12,False,,False,True,True,1,0
1587010,Address book stopped working requiring @ in its name,other,3,"Address field validation now requires an '@' or list name, breaking address books after POP3-to-IMAP switch.","It was called 'nachbarn'. I had to rename it to 'nachbarn@here', and it worked again.",True,2026-06-12,False,,False,False,False,0,0
1587025,Forwarded message attachments disappear after editing in v152,attachments,4,Regression in v152 deletes temporary nsmail attachment files prematurely when text is entered in a forwarded message.,problem don't occur in version 150.0.2. After upgrade to 152 attachmet dissaperar in less than 5 minutes.,True,2026-06-12,False,,False,True,True,4,2
1587038,Cannot access Thunderbird mailbox after weeks unused,account-login,3,"Insufficient detail; likely password/auth expiry or update issue after long inactivity, needs clarification.",i DID NOT USED MY COMPUTER FOR WEEKS AND AND I CAN'T GO ON MY MAIL BOX WHICH IS THUNDERBIRD,False,2026-06-12,False,,False,True,True,1,0
1587041,"Profile folder copy to new PC causes missing old PEC emails, broken filters, and high RAM usage",migration-import,4,Improper profile migration and possibly corrupted global-search index/mailbox files causing broken message filters and excessive resource consumption after Windows 10 to 11 move.,le pec antecedenti al 01/12/25 non vengono più visualizzate ... thunderbird mangia letteralmente le risorse della RAM,True,2026-06-12,False,,False,False,False,4,2
1587042,Folder pane hidden showing 'Please wait' hang,ui-ux,2,Folder Pane was accidentally toggled off in View > Layout rather than an actual hang.,All folders are shown ticked but they do not appear.,False,2026-06-12,True,Mapenzi,True,False,True,2,1
1587043,Provider for Exchange ActiveSync recurring events shift one day earlier after sync,calendar-tasks,3,Timezone/offset handling bug in Provider for EAS v4.18 causing recurring multi-day events to shift a day on sync.,recurring events ... which seem to SHIFT a day earlier than originally specified after a synchronization,True,2026-06-12,False,,False,False,False,0,0
1587045,AVG antivirus locking inbox causing false 'not enough disk space' error,send-receive,4,"AVG scanning/quarantining a malicious email locks the mailbox file, producing a misleading disk-space error and preventing message download.",There is not enough disk space to download new messages ... only one account has this problem,False,2026-06-12,False,,False,True,True,1,0
1587057,POP3 account stuck 'being processed' with crash and missing inbox emails,send-receive,5,Possible profile/mailbox corruption after a crash preventing mail download; needs verbatim error and provider details to confirm.,it stated that my e-mail account is being processed ... isn't even showing my e-mails that I had in my inbox,False,2026-06-12,False,,False,True,True,3,1
1587059,Renamed/self-hosted email address not receiving any mail,account-login,4,"New domain/address lacks proper MX/DNS or account configuration, so inbound mail is not delivered.",I haven't been able to receive any emails to the example@yardsignninjas.com,False,2026-06-12,False,,False,True,True,1,0
1587065,Missing emails after account was hacked,send-receive,4,Server-side account compromise deleted or diverted messages; recovery must come from the email provider not Thunderbird.,I was hacked on 8th and received no emails until 11th,False,2026-06-12,False,,False,False,True,4,2
1587072,Inbox locked 'being used by another' after crash during power outage,performance-crash,4,Stale lock file (lock/parent.lock) left after unclean shutdown prevents opening the mailbox; removing lock or restart resolves.,TB says that the inbox is being used by another something and to wait to use it. I can't open it,False,2026-06-12,False,,False,False,False,0,0
1587082,How to delete server messages older than 30 days while keeping local copies,settings-config,2,IMAP sync semantics mean the sync/storage delete option affects both server and client; user needs local folders workflow.,los correos de más de 30 días se borraran automáticamente en el servidor y se conservaran descargados en la computadora,False,2026-06-12,False,,False,True,True,1,0
1587085,Cannot paste screenshot image into message body,ui-ux,1,Message being composed in plain text mode; inline image paste requires HTML composition.,does anyone know how to paste an image into the body of a message? Copy/paste does nothing.,False,2026-06-12,False,,False,True,True,1,0
1587095,Importing Outlook PST emails and contacts into Thunderbird on new machine,migration-import,3,"Thunderbird's Outlook import only pulls accounts/folders loaded when Outlook launches and ignores archive PST files, plus format differences across Outlook versions cause failures.",I have outlook on a windows 10 desktop with many .pst files I want to keep,False,2026-06-12,False,,False,True,True,3,1
1587098,Inbox folder in use by another operation after crash,performance-crash,4,A stale lock file or leftover process after the power-outage crash prevents Thunderbird from opening the inbox mbox.,Thunderbird's inbox folder not being able to be opened because it is in use by some other operation,False,2026-06-12,False,,False,True,True,3,1
1587101,Outlook.com account unable to authenticate in Thunderbird,account-login,3,OAuth/authentication misconfiguration or VPN/antivirus interference blocking password authentication to the Outlook account.,"I keep getting an ""unable to authenticate"" message for my outlook account in TB.",False,2026-06-12,False,,False,True,True,3,1
1587103,Installing Thunderbird Beta alongside Release on Linux and managing profiles,settings-config,2,Documentation ambiguity around multi-channel installs and .desktop launcher editing; blank file likely from copying vs re-downloading and permissions.,is there a more straightforward way to do this?,True,2026-06-12,False,,False,False,False,1,1
1587106,Cannot receive Spectrum/roadrunner IMAP mail; unable to write to mailbox,send-receive,4,"Antivirus (Norton) locking the mailbox file or a corrupt message on the server preventing downloads, compounded by crash.",Unable to write the email to the mailbox,True,2026-06-12,False,,False,True,True,10,5
1587111,Cannot read old Thunderbird export zip backup,migration-import,3,"The Export tool corrupts backups when profile exceeds 2GB, producing an unreadable zip.",Why the program will not read old zip that thunderbird made,False,2026-06-12,False,,False,True,True,1,0
1587115,Inbox folder in use by another operation after crash,performance-crash,4,Stale lock or hung process after power-outage crash leaves Thunderbird unable to open inbox on old macOS.,It says that the folder is in use by some other operation,False,2026-06-12,False,,False,True,True,8,4
1587132,Password prompt does not indicate which account it belongs to,ui-ux,2,"Authentication dialog lacks account/identity context in its label, a UX design gap noticeable with many accounts.",the dialog does not clearly tell me which configured email account triggered it,True,2026-06-12,False,,False,True,True,1,0
1587140,Thunderbird stopped receiving Yahoo mail,send-receive,3,Likely Yahoo OAuth/password authentication failure or account config issue; needs more detail on account relationship.,My Mozilla/Thunderbird has stopped receiving my yahoo email,False,2026-06-12,False,,False,True,True,1,0
1587146,Account locked out for 20 minutes despite no manual login,account-login,3,Thunderbird's frequent automatic mail-check logins with stale/incorrect credentials trigger server rate-limit lockouts.,message saying I am locked out for 20 minutes but I have not logged in for over 24 hours,False,2026-06-12,False,,False,True,True,1,0
1587148,SMTP relay access denied on send,send-receive,4,"The From address does not match the authenticated SMTP account, so the server rejects the message as unauthorized relay.",送信するとエラーメッセージが出ます。送信サーバー設定を確認しても問題は見当たりま。relay.access.deniedというメッセージです,False,2026-06-12,False,,False,True,True,1,0
1587151,Sapo account cannot send or receive after reinstall,send-receive,4,Incorrect server settings or provider authentication issue specific to the sapo.pt account since webmail works but Thunderbird does not.,Já há dois dias que eu não consigo receber e nem enviar emails e já tentei de tudo,False,2026-06-12,False,,False,False,False,0,0
